Precinct,Violation,Law,CY2007,CY2008,CY2009,CY2010,CY2011,CY2012,CY2013,CY2014,CY2015,CY2016,2017 YTD 03-31
10,IDLING OF VEHICLE,Administrative Code,4,2,1,1,3,0,3,2,2,1,1
10,ILLEGAL BOTTLE CLUB,ABC,0,2,1,0,0,0,1,0,0,0,0
10,IMITATION PISTOL/AIR RIFLE- POSSESSION OF,Administrative Code,1,0,0,0,0,0,0,0,1,1,0
10,IMPROPER DISPLAY REG. STKR.,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,IMPROPER ENTRANCE/EXIT,Transit Regs,0,0,0,0,0,0,0,0,0,3,1
10,IMPROPER PLATES,VTL,9,7,1,1,0,0,0,0,2,1,2
10,IMPROPER REGISTRATION,Traffic Regs,3,0,0,0,0,0,0,0,0,0,0
10,IMPROPER STICKER,VTL,0,0,0,0,0,0,0,0,0,0,0
10,IMPROPER TURN,VTL,0,0,0,0,0,0,0,0,0,0,0
10,IN PUBLIC UNDER DRUGS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
10,INADEQUATE MOTOR VEHICLE EQUIPMENT,VTL,40,24,8,27,0,3,1,0,4,5,1
10,INDETERMINABLE,Indeterminable,504,2,13,4,0,1,1,5,2,1,0
10,INSPECTION STICKER (MISSING/EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,INSPECTION STICKER (MUTILATED/COUNTERFEIT),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,INSURANCE STAMP EXPIRED,Administrative Code,0,0,0,0,0,0,0,1,1,0,0
10,INTERSECTION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,INVALID PROOF OF INSURANCE,VTL,0,0,0,0,0,0,0,0,0,0,0
10,JAYWALKING,Traffic Regs,2,0,0,0,1,7,1,19,3,1,0
10,KEY IN IGNITION,Administrative Code,1,1,2,0,1,0,1,2,1,2,0
10,KNIFE- ANY IN PUBLIC VIEW,Administrative Code,6,5,12,4,4,2,9,3,2,4,1
10,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),VTL,0,0,0,2,0,0,0,0,0,0,0
10,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,VTL,2,2,13,52,24,9,38,20,2,0,0
10,LITTERING,Administrative Code,23,11,14,12,15,24,24,21,10,10,5
10,,Health Code,11,6,4,4,11,12,6,7,1,0,0
10,LITTERNG,Park Regs,3,1,2,1,1,1,0,0,0,0,0
10,LOITERING (BEGGING),Penal Law,0,1,0,0,0,1,0,0,0,0,0
10,LOITERING (GAMBLING),Penal Law,0,0,0,4,0,0,0,0,0,0,0
10,LOITERING (MASKED/DISGUISE),Penal Law,0,0,0,0,0,0,0,0,0,0,0
10,LOITERING (SCHOOL),Penal Law,0,20,0,0,2,0,2,2,0,2,0
10,LOITERING (SEXUAL CONDUCT),Penal Law,0,0,0,0,0,0,0,0,0,0,0
10,LOITERING (TRANSPORTATION FACILITY),Penal Law,0,0,0,0,0,0,0,0,0,0,0
10,LOITERING (TRANSPORTATION FACILITY/SLEEPING),Penal Law,0,0,0,0,0,0,0,0,0,0,0
10,LOITERING (UNCLASSIFIED),Penal Law,0,1,0,0,0,0,0,0,0,0,0
10,MARIJUANA- POSSESSION OF,Penal Law,115,81,46,52,47,108,175,125,85,104,22
10,METER (BROKEN),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,METER (EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,MISSING EQUIPMENT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,MISSING/IMPROPER PLATES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,MISUSE OF DEALER PLATES,VTL,0,0,0,0,0,0,0,0,0,0,0
10,MOTORCYCLE (OTHER),VTL,0,0,0,0,0,0,0,0,0,0,0
10,MOTORCYCLE HELMET REQUIRED,VTL,0,0,0,0,0,0,0,0,0,0,0
10,NO BARBERS LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
10,NO BUSINESS CERTIFICATE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
10,NO CERTIFICATE OF AUTHORITY,Tax Law,1,0,0,0,1,0,0,0,0,0,0
10,NO CHAUFFEURS LICENSE (CLASS E),Administrative Code,1,1,0,1,2,0,0,7,6,3,2
10,NO MATCH PLATE/STICKER,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,NO MEDALLION,Administrative Code,0,0,0,0,0,0,0,0,1,0,0
10,NO PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,NO PARKING (EXCEPT AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,NO PARKING (STREET CLEANING),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,NO POSTING WORKERS COMP INS,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
10,NO PREGNANCY WARNING SIGN,ABC,0,0,0,0,1,0,0,1,0,0,0
10,NO SECURITY GUARD LICENSE,General Business Law,10,3,3,8,9,11,2,4,4,4,0
10,NO SMOKING SIGNS NOT POSTED,Health Code,21,25,7,6,0,0,0,0,0,0,0
10,NO STANDING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,NO STANDING (AUTH. VEHICLES),Traffic Regs,0,0,0,0,0,0,0,0,1,0,0
10,NO STANDING (BUS LANE),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,NO STANDING (BUS STOP),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,NO TAX STAMP,Administrative Code,81,91,31,112,80,93,96,155,171,88,31
10,NO TRIP SHEET,Administrative Code,3,0,0,0,0,0,1,2,3,0,0
10,NO VENDING MACHINE DISCLOSURE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
10,NOISE (ANIMIAL),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,NOISE (DEVICE),Administrative Code,5,1,1,3,1,0,2,3,0,0,1
10,NOISE (HORN/ALARM),Administrative Code,6,4,11,9,11,4,5,15,1,12,0
10,NOISE (UNREASONABLE),Administrative Code,8,3,12,8,8,7,13,4,7,2,0
10,NON PAYMENT OF FARE (BUS),Transit Regs,0,0,0,0,0,1,0,0,0,0,0
10,NON PAYMENT OF FARE (OTHER),Transit Regs,0,0,0,0,0,0,0,0,0,0,0
10,OBSTRUCTED VIEW,VTL,0,0,0,0,0,0,0,0,0,0,0
10,OBSTRUCTED VIEW OF PREMISE,ABC,1,0,0,0,2,0,0,0,0,0,0
10,OBSTRUCTING DRIVEWAY,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,OBSTRUCTING TRAFFIC,Traffic Regs,1,0,1,0,1,1,0,0,0,0,0
10,OFFENSIVE EXHIBITION,Penal Law,0,0,0,0,0,0,0,0,0,0,0
10,ONE WAY STREET,VTL,0,0,1,0,2,0,0,0,0,0,0
10,OPEN FIRE,Administrative Code,4,0,0,0,1,0,0,0,0,0,0
10,OPEN HYDRANT,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,OTHER ADMINISTRATIVE CODE,Administrative Code,440,307,198,197,309,206,179,134,88,74,7
10,OTHER AGRICULTURE & MARKETS LAW,Agriculture & Markets Law,0,0,0,0,0,0,0,0,1,0,0
10,OTHER ALCOHOL BEVERAGE CONTROL LAWS,ABC,32,18,9,23,20,11,10,5,12,14,0
10,OTHER ARTS AND CULTURAL AFFAIRS,ACA,0,0,0,0,0,0,0,0,0,0,0
10,OTHER BUSINESS LAW,General Business Law,5,0,4,0,0,0,0,0,0,0,0
10,OTHER ENVIRONMENTAL CONSERVATION LAW,Environmental Conservation Law,0,0,0,0,0,0,0,0,0,0,0
10,OTHER HEALTH CODE,Health Code,70,50,12,5,6,29,23,3,2,5,1
10,OTHER MULTIPLE DWELLING,Multiple Dwelling,0,0,0,0,0,0,0,0,0,0,0
10,OTHER NAVIGATION LAW,Navigation Law,0,1,0,0,0,8,0,1,4,1,0
10,OTHER NEW YORK STATE EDUCATION LAW,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
10,OTHER NYS TRANSPORTATION,NYS Transportation,478,224,19,42,36,69,54,46,56,84,49
10,OTHER NYS WORK COMPENSATION,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
10,OTHER PARK REGULATIONS,Park Regs,73,50,88,114,82,59,83,29,4,6,3
10,OTHER PENAL LAW,Penal Law,3,1,1,0,1,5,6,0,6,0,1
10,OTHER SANITARY CODE,Sanitary Code (NYS),0,0,0,0,0,0,0,0,0,1,0
10,OTHER TAX LAW,Tax Law,34,0,0,1,0,0,0,0,1,0,1
10,OTHER TAXI LIMOUSINE COMMISSION,TLC,16,6,6,5,11,7,13,2,7,7,2
10,OTHER TRAFFIC REGULATIONS,Traffic Regs,64,82,13,42,26,11,18,10,49,88,24
10,OTHER TRANSIT REGULATIONS,Transit Regs,2,1,0,9,12,1,0,2,1,50,4
10,OTHER VEHICLE TRAFFIC LAW,VTL,45,46,27,57,41,22,27,16,15,42,30
10,OVERWEIGHT (VEHICLE),VTL,35,11,0,7,0,0,0,0,0,4,0
10,PANHANDLING,Administrative Code,2,1,4,0,0,0,0,0,2,1,3
10,PARK ON SIDEWALK,Traffic Regs,2,0,0,0,0,0,0,0,0,0,0
10,PARK REGULATIONS(LITTERING/POLLUTING/DUMPING/UNATTENDED PROPERTY),Park Regs,80,54,101,104,79,48,45,40,5,2,0
10,PARKING A VEHICLE EXCEEDING 12 INCHES FROM CURB,Traffic Regs,0,0,0,0,0,0,3,4,12,6,0
10,PASSING ON LEFT,VTL,0,0,0,0,0,0,0,0,0,0,0
10,PASSING ON RIGHT,VTL,0,0,0,0,0,0,0,0,0,0,0
10,PAVEMENT MARKING (DISOBEY),VTL,0,0,0,0,0,1,0,0,0,0,0
10,PICK UP FROM BUS STOP,Tax Law,0,0,0,0,0,0,0,0,1,13,0
10,PICK UP HAIL IN BUS STOP,Administrative Code,0,0,0,0,0,0,22,194,48,8,9
10,PICK-UP FARE IN BUS STOP,VTL,0,0,0,0,0,1,6,18,10,6,3
10,POLICE RADIO OR EQUIPMENT,TLC,0,0,0,0,0,0,0,0,0,0,0
10,POSSESSION OF KNIFE,Administrative Code,4,4,0,0,0,0,0,0,1,6,1
10,POSSESSION OF MACE,Administrative Code,1,1,0,0,0,0,0,0,0,0,0
10,PRACTICE OF BARBERING WITHOUT A LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
10,PROMOTING EXPOSURE,Penal Law,0,0,0,0,0,0,0,0,1,0,1
10,RECKLESS DRIVING,VTL,93,77,106,163,178,190,180,110,76,111,22
10,RED LIGHT (DISOBEY),VTL,0,0,0,0,0,1,0,0,0,0,0
10,REGISTRATION STICKER MISSING/EXPIRED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,REVOKED REGISTRATION,VTL,3,0,4,9,2,0,0,1,2,1,0
10,RIDING IN OTHER THAN PASSENGER COMPARTMENT,VTL,0,0,0,0,0,0,0,0,0,0,0
10,RIFLE- SHOTGUN- AMMO SALE OR PURCHASE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,SAFETY BELT (ADULT),VTL,0,0,0,0,0,0,0,0,0,0,0
10,SAFETY BELT (CHILD),VTL,0,0,0,0,0,0,0,0,0,0,0
10,SAFETY BELT (NO CHILD SEAT),VTL,0,0,0,0,0,0,0,0,0,0,0
10,SAFETY ZONE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,SAFETY ZONE DIRECTION,VTL,0,0,0,0,0,0,0,0,0,0,0
10,SALE OF ALCOHOL TO A MINOR,ABC,0,0,1,0,4,1,6,5,2,3,0
10,SALE/PURCHASE/USE OF ALCOHOL BY MINOR,ABC,75,38,85,53,99,26,25,19,5,7,0
10,SCHOOL BUS- PASSING STOPPED,VTL,1,0,0,0,0,0,0,0,0,0,0
10,SEX IN PARK,Park Regs,0,0,0,0,0,0,0,0,0,0,0
10,SMOKING,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
10,SMOKING IN ELEVATOR,Health Code,10,9,12,9,2,3,5,2,0,0,1
10,SMOKING IN TRAIN STATION,Transit Regs,0,1,0,0,0,0,0,0,0,1,0
10,SOUND REPRODUCTION DEVICE-NO PERMIT,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,SPEEDING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,SPITTING IN PUBLIC,Health Code,10,4,5,3,4,4,4,3,4,0,0
10,STOP SIGN,VTL,0,0,0,0,0,0,0,0,0,0,0
10,STORAGE 24HR COMMERICAL VEHICLES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,TAKE OFFS AND LANDING,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,TAXI-NO METER,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,TICKET SPECULATION,ACA,0,0,0,0,0,0,0,0,0,0,0
10,TOW TRUCK VIOLATIONS (OTHER),Administrative Code,0,0,0,0,0,0,1,0,0,0,0
10,TOW:PD RADIO/SCANNER-TOW TRUCK/ON PERSON,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,TOW:SOLICITING TOW AT SCENE OF ACCIDENT,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,TOW:UNAUTHORIZED REMOVAL OF VEHICLE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,TRESPASS,Penal Law,109,158,181,187,141,127,134,74,45,37,8
10,TRUANCY,Education Law (NYS),0,0,0,0,0,0,0,0,0,0,0
10,U-TURN,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,UNATTENDED VEHICLE (ENGINE RUNNING),VTL,0,0,0,1,0,0,0,0,1,1,0
10,UNAUTHORIZED COLOR (TAXI YELLOW),Administrative Code,0,1,0,0,0,0,0,0,0,0,0
10,UNAUTHORIZED POSTING,Administrative Code,9,4,5,2,11,14,14,9,4,7,0
10,UNAUTHORIZED RADIO,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,UNAUTHORIZED SIGNS (TAXI- CAR SERVICE),Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,UNAUTHORIZED TAXI FOR HIRE,TLC,0,0,0,0,1,0,0,0,0,0,0
10,UNAUTHORIZED USE OF POLICE INSIGNIA,VTL,0,0,0,0,0,0,0,0,0,0,0
10,UNDERAGE DRINKING,ABC,8,20,6,11,14,5,2,2,7,2,0
10,UNINSPECTED VEHICLE,VTL,7,2,2,6,1,2,0,0,1,0,1
10,UNINSURED VEHICLE,VTL,11,5,5,6,5,0,0,2,1,2,2
10,UNINSURED VEHICLES FOR HIRE,VTL,0,0,2,8,4,4,5,1,0,0,0
10,UNLAWFUL PREVENTION OF PUBLIC ACCESS TO RECORDS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
10,UNLAWFULLY POSTING ADVERTISEMENTS,Penal Law,0,1,0,0,3,0,1,2,2,3,0
10,UNLICENSED CABARET,ABC,1,0,0,1,1,0,0,1,0,6,0
10,UNLICENSED OPERATOR,VTL,6,7,4,3,4,0,2,0,1,1,0
10,UNLICENSED SALE OF ALCOHOL,ABC,0,1,1,3,2,1,1,1,1,0,0
10,UNLICENSED VEHICLE FOR HIRE,Administrative Code,0,3,6,6,12,8,15,14,8,8,2
10,UNREASONABLE  SPEED,VTL,0,0,0,0,0,0,0,0,0,0,0
10,UNREGISTERED VEHICLE,VTL,24,17,1,31,11,6,9,8,4,11,6
10,UNSAFE LANE CHANGE,VTL,0,0,0,0,0,0,0,0,0,0,0
10,UNSAFELY BACKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,URINATE/DEFICATE IN PARK,Park Regs,0,0,0,0,0,0,1,0,0,2,0
10,URINATING IN PUBLIC,Administrative Code,3,14,32,28,18,49,57,295,456,538,60
10,,Health Code,905,740,646,685,668,513,748,356,97,14,0
10,VEHICLE IN PARK,Park Regs,1,5,1,0,0,0,0,0,0,0,0
10,VENDING ON PARKING METER,Administrative Code,1,4,3,3,8,5,1,8,0,0,0
10,VENDING: NO TAX STAMP,Administrative Code,0,0,0,0,0,1,0,0,0,0,0
10,VENDOR: (OTHER),Administrative Code,0,0,5,0,13,79,153,8,0,4,3
10,VENDOR: BEYOND MARKET SPACE,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,VENDOR: DISPLAY MERCHANDISE ON SIDEWALK,Administrative Code,3,0,0,0,3,4,0,1,0,0,0
10,VENDOR: FAIL TO DISPLAY PERMIT,Administrative Code,0,0,1,6,32,28,28,19,0,2,0
10,VENDOR: FAIL TO DISPLAY PRICES,Administrative Code,0,0,2,0,26,19,14,7,0,0,0
10,VENDOR: OVERSIZE TABLE,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
10,VENDOR: UNLICENSED,Administrative Code,9,1,6,7,13,4,7,3,1,0,1
10,VENDOR:RESTRICTIONS ON PLACMENT VEHICLE/PUSHCARTS,Administrative Code,0,0,1,6,68,90,64,33,0,3,0
10,VIOLATE LEARNERS PERMIT,VTL,0,0,0,0,0,0,0,0,0,0,0
10,VIOLATE RESTRICTED USE LICENSE,VTL,0,0,0,0,0,0,0,1,0,0,0
10,WINDSHIELD WASHERS,Traffic Regs,2,1,0,0,0,0,0,0,0,0,0
10,WRONG WAY,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
10,Total(Violation),,5769,5723,4108,5329,5323,4273,5799,4205,2651,2597,746
13,ACCEPT ON HAIL,Administrative Code,10,8,14,32,38,29,26,12,2,1,0
13,AFTER HOURS CONSUMPTION,ABC,2,0,0,1,0,0,0,0,0,0,0
13,AGGRAVATED UNLICENSED OPERATOR,VTL,0,0,0,0,0,2,0,0,0,0,0
13,ANGLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,BARE HAND CONTACT (FOOD),Health Code,0,0,1,9,2,3,0,0,4,4,0
13,BICYCLE (OTHER),VTL,1,0,0,0,2,5,1,5,0,0,0
13,BICYCLE INFRACTION (COMMERCIAL),Administrative Code,3,16,4,8,60,30,85,203,138,88,14
13,BICYCLE NO BELL,VTL,0,0,0,0,0,0,0,0,0,0,0
13,BICYCLE NO BRAKES,VTL,0,0,0,0,0,0,0,0,0,0,0
13,BICYCLE NO LIGHTS,VTL,0,0,0,0,0,0,0,0,0,0,0
13,BICYCLE NO REFLECTOR VEST,VTL,0,0,0,0,0,1,0,0,0,0,0
13,BICYCLE NO SAFETY HELMET,VTL,0,0,0,0,0,0,0,0,0,0,0
13,BICYCLE ON SIDEWALK,Administrative Code,39,154,103,209,365,251,171,91,31,10,1
13,BIKE IN PARK,Park Regs,0,6,0,1,6,8,61,23,0,1,0
13,BOX CUTTER,Administrative Code,6,6,3,2,8,4,4,1,3,2,1
13,BROKEN WINDSHIELD,VTL,0,0,0,0,0,0,0,0,0,0,0
13,COMMERCIAL VEHICLE PARKED OVERNIGHT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,COMMERCIAL VEHICLES NO NAME OR ADDRESS DISPLAYED,Administrative Code,19,5,45,35,41,27,15,7,0,8,2
13,CONSUMPTION OF ALCOHOL,Administrative Code,1968,1720,1330,1406,1183,798,978,1020,1001,1157,181
13,CONSUMPTION OF ALCOHOL IN PARK,Park Regs,43,16,9,17,14,9,0,9,10,2,0
13,CONSUMPTION OF ALCOHOL IN VEHICLE,VTL,0,0,0,0,0,0,0,0,0,0,0
13,CROSSED DOUBLE YELLOW TO PASS,VTL,0,0,0,0,0,0,0,0,0,0,0
13,CROSSWALK,Traffic Regs,0,3,7,0,1,0,1,0,0,0,0
13,CRUISING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,CRUISING PROHIBITED - MEDALLION,Administrative Code,3,1,4,5,12,4,8,4,1,0,0
13,DEFECTIVE BREAKLIGHT,VTL,3,1,0,2,0,5,0,0,0,0,0
13,DEFECTIVE HEADLIGHT,VTL,2,3,1,0,0,1,1,0,0,0,0
13,DEFECTIVE REFLECTOR,VTL,0,0,0,0,0,0,0,0,0,0,0
13,DISOBEY TRANSIT SIGN,Transit Regs,0,0,0,0,0,0,0,0,0,11,0
13,DISORDERLY CONDUCT,Penal Law,1406,1105,1097,736,561,343,257,287,182,143,23
13,DISORDERLY PERSON IN PARK,Park Regs,0,0,0,7,2,0,1,0,1,0,0
13,DISORDERLY PREMISE LICENSED TO SELL ALCOHOL,ABC,15,9,1,2,1,0,1,2,0,10,2
13,DOG IN PARK,Park Regs,1,0,0,1,0,0,0,0,0,0,0
13,DOG: FAILURE TO REMOVE CANINE WASTE,Health Code,0,0,0,0,0,0,0,0,0,0,0
13,DOG: NO VACCINATION,Health Code,0,0,1,2,2,0,0,0,0,0,0
13,DOG: UNLEASHED,Health Code,0,0,0,0,0,1,2,2,1,0,0
13,DOG: UNLICENSED,Health Code,0,0,4,4,4,0,0,0,0,0,0
13,DOING BUS WITH OTHER NAME,General Business Law,0,0,0,0,0,0,0,0,0,0,0
13,DOUBLE PARKING,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,DRIVE ON SIDEWALK,VTL,0,0,0,2,0,0,0,0,0,0,0
13,DRIVE THRU BARRIER,VTL,0,0,0,0,0,0,0,0,0,0,0
13,DUMPING,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
13,EXCAVATION (VEHICLE OBSTRUCTING TRAFFIC),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,EXPOSURE OF PERSON,Penal Law,5,0,1,1,2,1,0,3,2,4,0
13,FAIL TO COMPLY WITH ORDER,VTL,2,5,2,0,0,1,0,1,1,0,0
13,FAIL TO COMPLY WITH TAXI LIMOUSINE COMMISSION REGULATIONS,Administrative Code,8,12,4,16,22,41,67,8,0,0,0
13,FAIL TO SECURE WORKERS COMPENSATION INSURANCE,NYS Workers Comp,0,0,0,0,0,0,0,0,0,0,0
13,FAIL TO YIELD AT LEFT TURN,VTL,0,0,0,0,0,0,0,0,0,0,0
13,FAIL TO YIELD FOR EMERGENCY VEHICLE,VTL,1,2,0,0,0,1,0,0,0,0,0
13,FAILED TO DISPLAY BARBER LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
13,FAILURE TO COMPLY WITH SIGN,Park Regs,127,124,145,129,36,305,128,26,102,90,17
13,FAILURE TO SURRENDER LICENSE OR REGISTRATION,VTL,0,1,0,0,0,0,0,0,0,0,0
13,FAILURE TO YIELD AT INTERSECTION,VTL,0,0,0,0,0,0,0,0,0,0,0
13,FAILURE TO YIELD TO PEDESTRIAN IN CROSSWALK,Traffic Regs,0,0,0,1,0,0,0,1,0,0,0
13,FEDERAL MOTOR VEHICLE SAFETY REGULATIONS,NYS Transportation,6,34,16,46,26,9,20,48,52,49,28
13,FIRE HYDRANT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,FIRE WITHOUT PERMIT,Park Regs,0,0,0,2,0,0,1,0,0,0,0
13,FIREWORKS,Administrative Code,0,0,0,0,0,0,0,0,0,0,0
13,FIREWORKS- POSSESS/USE,Penal Law,0,0,0,1,0,0,0,0,0,0,0
13,FOLLOWING TOO CLOSELY,VTL,0,0,0,0,0,0,0,0,0,0,0
13,FOOD PROTECTION/STORAGE/TRANSPORTATION,Sanitary Code (NYS),0,0,0,1,0,0,0,0,0,0,1
13,FOR SALE SIGN DISPLAYED,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,GRAFFITI,Administrative Code,0,0,0,0,1,0,0,0,0,0,2
13,HARASSMENT 2,Penal Law,9,4,9,2,1,5,4,2,7,5,0
13,HAZING 2,Penal Law,0,0,0,0,0,0,0,0,0,0,0
13,HIGHWAY USE TAX (NEW YORK STATE),Tax Law,8,1,0,2,0,0,0,0,0,4,1
13,IDLING OF VEHICLE,Administrative Code,4,4,2,2,1,0,0,2,2,11,0
13,ILLEGAL BOTTLE CLUB,ABC,0,1,1,2,0,0,0,1,0,0,0
13,IMITATION PISTOL/AIR RIFLE- POSSESSION OF,Administrative Code,0,0,0,0,0,1,0,0,0,2,1
13,IMPROPER DISPLAY REG. STKR.,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,IMPROPER ENTRANCE/EXIT,Transit Regs,0,0,0,0,0,0,0,0,0,8,0
13,IMPROPER PLATES,VTL,0,1,0,1,0,0,1,0,0,1,2
13,IMPROPER REGISTRATION,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,IMPROPER STICKER,VTL,0,0,0,0,0,0,0,0,0,0,0
13,IMPROPER TURN,VTL,8,4,4,2,0,0,0,0,0,0,0
13,IN PUBLIC UNDER DRUGS,Penal Law,0,0,0,0,0,0,0,0,0,0,0
13,INADEQUATE MOTOR VEHICLE EQUIPMENT,VTL,2,0,0,3,0,0,0,0,0,0,0
13,INDETERMINABLE,Indeterminable,169,0,3,5,5,2,8,1,8,0,0
13,INSPECTION STICKER (MISSING/EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,INSPECTION STICKER (MUTILATED/COUNTERFEIT),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,INSURANCE STAMP EXPIRED,Administrative Code,1,0,2,1,1,0,0,1,3,5,0
13,INTERSECTION,Traffic Regs,0,1,0,0,0,0,0,0,0,0,0
13,INVALID PROOF OF INSURANCE,VTL,0,1,2,1,0,0,1,0,0,1,0
13,JAYWALKING,Traffic Regs,1,1,0,0,0,1,0,4,2,0,0
13,KEY IN IGNITION,Administrative Code,1,0,0,0,0,0,0,3,1,21,14
13,KNIFE- ANY IN PUBLIC VIEW,Administrative Code,16,55,41,34,37,42,25,37,42,51,6
13,LEAVING THE SCENE OF AN ACCIDENT (PROPERTY DAMAGE),VTL,1,2,2,1,0,0,0,0,0,0,0
13,LIMITED USE AUTOMOBILE REVOCATION OR SUSPENSION,VTL,0,3,5,54,37,20,45,34,2,0,0
13,LITTERING,Administrative Code,9,18,20,20,20,11,9,15,12,5,4
13,,Health Code,12,5,3,2,2,1,0,1,0,0,0
13,LITTERNG,Park Regs,5,0,1,0,2,0,0,1,0,1,0
13,LOITERING (BEGGING),Penal Law,0,0,1,0,0,0,0,0,0,0,0
13,LOITERING (GAMBLING),Penal Law,0,0,2,0,0,0,0,0,0,9,0
13,LOITERING (MASKED/DISGUISE),Penal Law,0,0,0,0,0,0,0,0,0,0,0
13,LOITERING (SCHOOL),Penal Law,5,7,0,0,17,11,0,0,0,0,0
13,LOITERING (SEXUAL CONDUCT),Penal Law,2,0,0,0,0,0,0,0,0,0,0
13,LOITERING (TRANSPORTATION FACILITY),Penal Law,0,0,1,0,0,0,0,0,1,4,0
13,LOITERING (TRANSPORTATION FACILITY/SLEEPING),Penal Law,0,0,0,0,0,0,0,0,0,0,0
13,LOITERING (UNCLASSIFIED),Penal Law,0,0,0,0,0,0,0,0,0,0,0
13,MARIJUANA- POSSESSION OF,Penal Law,85,87,58,93,76,130,141,84,177,520,127
13,METER (BROKEN),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,METER (EXPIRED),Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,MISSING EQUIPMENT,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,MISSING/IMPROPER PLATES,Traffic Regs,0,0,0,0,0,0,0,0,0,0,0
13,MISUSE OF DEALER PLATES,VTL,0,0,0,0,0,0,0,0,0,0,0
13,MOTORCYCLE (OTHER),VTL,0,0,0,0,0,0,0,0,0,0,0
13,MOTORCYCLE HELMET REQUIRED,VTL,0,0,0,0,0,0,0,0,0,0,0
13,NO BARBERS LICENSE,General Business Law,0,0,0,0,0,0,0,0,0,0,0
13,NO BUSINESS CERTIFICATE,General Business Law,0,0,0,1,1,0,0,1,0,0,0
13,NO CERTIFICATE OF AUTHORITY,Tax Law,119,41,159,137,37,10,5,1,1,0,0
